Edos List,,,,,,,,,,,
#,state,city,test code,test name,mrp,group,specimen type,method,temp,test schedule,tat
487,Maharashtra,Mumbai,HISTO088,test_487,1200,C3,Tissue In 10% Formalin,"Tissue Grossing, Processing and Microscopy",Room Temp,Daily 9 am to 7 pm,4th Day 7 pm
488,Maharashtra,Mumbai,HISTO151,test_488,2100,C3,Tissue In 10% Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
489,Maharashtra,Mumbai,HISTO147,test_489,5000,C3,Tissue In 10% Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
490,Maharashtra,Mumbai,HISTO144,test_490,2100,C3,Tissue In 10% Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
491,Maharashtra,Mumbai,HISTO143,test_491,1800,C3,Tissue In 10% Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
492,Maharashtra,Mumbai,HISTO133,test_492,3200,C3,Tissue In 10% Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
493,Maharashtra,Mumbai,HISTO129,test_493,2300,C3,Tissue In 10% Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
494,Maharashtra,Mumbai,HISTO128,test_494,3200,C3,Tissue In 10% Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
495,Maharashtra,Mumbai,SERO-O-087,test_495,1600,C5,3 ml Serum,EIA,2 - 8 °C,Wed 12 pm,Next Day 9 pm
496,Maharashtra,Mumbai,HISTO-O-540,test_496,1350,C3,Tissue In Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,6th Day 7 pm
497,Maharashtra,Mumbai,HISTO083,test_497,1500,C3,Stained Slides,Microscopy,Room Temp,Daily 9 am to 7 pm,3rd Day
498,Maharashtra,Mumbai,HISTO080,test_498,1100,C3,Tissue In Formalin,Microscopy,Room Temp,Daily 9 am to 7 pm,5th Day 7 pm
499,Maharashtra,Mumbai,BIOC111,test_499,1850,C4,3 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
500,Maharashtra,Mumbai,POP-O-011,test_500,7200,C4,3 ml Serum,As per indvidual test,2 - 8 °C,Daily 3 pm,As per individual Test
501,Maharashtra,Mumbai,IMMU010,test_501,1500,C3,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
502,Maharashtra,Mumbai,SERO007,test_502,630,C2,2 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
503,Maharashtra,Mumbai,IMMU009,test_503,1680,C6,2 ml Serum,CLIA,2 - 8 °C,Wed/ Sat 6 pm,Next day 7 pm
504,Maharashtra,Mumbai,GENP-O-167,test_504,21000,C6,"5 ml EDTA Whole blood, Amniotic Fluid/  Chorionic Villi - Sterile in 15 ml Falcon tube  nutrient medium  DNA - 1.5ml  sterile cryotube""",NGS,Room Temp,Daily 5 pm,21 Days
505,Maharashtra,Mumbai,POP-O-056,test_505,7500,C7,4 ml Serum,As per indvidual test,2 - 8 °C,Daily 5 pm,Refer Individual Test
506,Maharashtra,Mumbai,IMMUP025,test_506,3400,C4,4 ml Serum,As per indvidual test,2 - 8 °C,Daily 5 pm,Same Day
507,Maharashtra,Mumbai,POP-O-053,test_507,4450,C5,4 ml Serum,As per indvidual test,2 - 8 °C,Daily 5 pm,Refer Individual Test
508,Maharashtra,Mumbai,CYTO040,test_508,1600,C6,2 ml Fluid In LBC Container,Staining &  microscopy,Room Temp,Daily 6 pm,4th Day
509,Maharashtra,Mumbai,POP-O-051,test_509,230,C6,3 ml EDTA Whole Blood,Microscopy,2 - 8 °C,Daily 6 pm,Next Day 10 pm
510,Maharashtra,Mumbai,POP-O-050,test_510,6000,C6,4 ml  EDTA Whole Blood or 4 ml Serum (In Metal Free Tube),ICPMS,2 - 8 °C,Daily 6 pm,4th Day 8 pm
511,Maharashtra,Mumbai,POP-O-049,test_511,11500,C6,4 ml  EDTA Whole Blood or 4 ml Serum (In Metal Free Tube),ICPMS,2 - 8 °C,Daily 6 pm,4th Day 8 pm
512,Maharashtra,Mumbai,IMMUP001,test_512,2050,C4,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
513,Maharashtra,Mumbai,POP059,test_513,4000,C4,"3 ml EDTA Whole Blood, 3 ml Serum, 1 ml Flouride Plasma",As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,Same Day
514,Maharashtra,Mumbai,POP057,test_514,3000,C4,"3 ml EDTA Whole Blood, 3 ml Serum, 1 ml Flouride Plasma",As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,Same Day
515,Maharashtra,Mumbai,POP050,test_515,1800,C4,"3 ml EDTA Whole Blood, 3 ml Serum, 1 ml Flouride Plasma",As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,Same Day
516,Maharashtra,Mumbai,POP032,test_516,950,C4,"3 ml EDTA Whole Blood, 3 ml Serum, 1 ml Flouride Plasma, 10 ml urine in container",As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,Same Day
517,Maharashtra,Mumbai,IMMU-O-062,test_517,2600,C6,3 ml Serum,CMIA,2 - 8 °C,Daily 6 pm,Next day 10 pm
518,Maharashtra,Mumbai,ELISA-O-073,test_518,2550,C6,3 ml Serum,EIA,2 - 8 °C,Wed / Sat 5 pm,Next Day 9 pm
519,Maharashtra,Mumbai,MOLBI103,test_519,6200,C6,3 ml EDTA Plasma,Real Time PCR,2 - 8 °C,Daily 6 pm,11th Day 8 pm
520,Maharashtra,Mumbai,ELISA-O-072,test_520,2900,C5,2 ml Serum,EIA,2 - 8 °C,Mon 3 pm,3rd Day 7 pm
521,Maharashtra,Mumbai,IMMU-O-061,test_521,1560,C5,3 ml Serum,EIA,2 - 8 °C,Wed / Sat 6 pm,Next day 7 pm
522,Maharashtra,Mumbai,MOLBI093,test_522,3850,C6,3 ml EDTA Whole Blood,Real Time PCR,2 - 8 °C,Mon/ Thu 6 pm,Next Day 7 pm
523,Maharashtra,Mumbai,MOLBI085,test_523,4900,C6,2 Tubes of 3 ml EDTA Plasma,Real Time PCR,2 - 8 °C,Mon/ Thu 6 pm,Next day 7 pm
524,Maharashtra,Mumbai,SERO006,test_524,650,C1,2 ml Serum,Immunofiltration,2 - 8 °C,Daily 9 am to 8 pm,Same Day
525,Maharashtra,Mumbai,GENP-O-085,test_525,7400,C6,3 ml Serum or 3 ml EDTA Plasma,PCR & Sequencing,2 - 8 °C,Mon / Thu 6 pm,3rd Day 7 pm
526,Maharashtra,Mumbai,GENP-O-084,test_526,24950,C6,3 ml Serum,"CLIA , PCR & Sequencing",2 - 8 °C,Daily 6 pm,11th Day 8 pm
527,Maharashtra,Mumbai,MOLBI102,test_527,1580,C6,3 ml Serum,CLIA & Real Time PCR,2 - 8 °C,Mon / Thu 5 pm,3rd Day 7 pm
528,Maharashtra,Mumbai,IMMU045,test_528,750,C1,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
529,Maharashtra,Mumbai,MOLBI101,test_529,4450,C6,3 ml Serum,PCR & Sequencing,2 - 8 °C,Sat 6 pm,Wed 8 pm
530,Maharashtra,Mumbai,MOLBI100,test_530,8480,C6,3 ml Serum or 3 ml EDTA Plasma,PCR & Sequencing,2 - 8 °C,Sat 6 pm,Wed 8 pm
531,Maharashtra,Mumbai,GENP-O-083,test_531,5780,C9,3 ml Serum,PCR & Sequencing,2 - 8 °C,Tue 6 pm,9th Day 8 pm
532,Maharashtra,Mumbai,MOLBI091,test_532,3850,C5,3 ml EDTA Whole Blood,Real Time PCR,2 - 8 °C,Mon/ Thu 6 pm,Next Day 7 pm
533,Maharashtra,Mumbai,MOLBI090,test_533,4500,C5,2 ml EDTA Plasma,Real Time PCR,2 - 8 °C,Mon/ Thu 6 pm,Next day 7 pm
534,Maharashtra,Mumbai,MOLBI095,test_534,5780,C9,3 ml Serum,PCR & Sequencing,2 - 8 °C,Tue 6 pm,11th Day 8 pm
535,Maharashtra,Mumbai,POP-O-052,test_535,11550,C9,3 ml Serum,PCR & Sequencing,2 - 8 °C,Daily 6 pm,11th Day 8 pm
536,Maharashtra,Mumbai,SERO016,test_536,510,C1,2 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 9 am to 8 pm,Same Day
537,Maharashtra,Mumbai,IMMU044,test_537,730,C1,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
538,Maharashtra,Mumbai,HAEM-O-023,test_538,1100,C3,3 ml EDTA Whole Blood,HPLC,Room Temp,Tue/ Thu/ Sat 10 am,Same Day 7 pm
539,Maharashtra,Mumbai,HAEM-O-022,test_539,1100,C3,3 ml EDTA Whole Blood,HPLC,Room Temp,Tue/ Thu/ Sat 10 am,Same Day 7 pm
540,Maharashtra,Mumbai,IMMU040,test_540,1150,C6,2 ml Serum,CMIA,2 - 8 °C,Daily 9 am to 6 pm,Next day 12 pm
541,Maharashtra,Mumbai,HAEM029,test_541,600,C2,3 ml EDTA Whole Blood,HPLC,2 - 8 °C,Daily 9 am to 8 pm,Same Day
542,Maharashtra,Mumbai,HAEM001,test_542,1040,C2,3 ml EDTA Whole Blood,HPLC,2 - 8 °C,Tue/ Thu/ Sat 10 am,Same Day 7 pm
543,Maharashtra,Mumbai,MOLBI094,test_543,5400,C6,3 ml EDTA Whole Blood,PCR,Room Temp,Daily 5 pm,8th Day 7 pm
544,Maharashtra,Mumbai,IMMU039,test_544,2600,C4,3 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 8 pm,Same day 6 Hrs
545,Maharashtra,Mumbai,SERO004,test_545,1200,C2,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same day 6 Hrs
546,Maharashtra,Mumbai,ELISA-O-020,test_546,1200,C5,2 ml Serum,CLIA,2 - 8 °C,Daily 12 pm,Next Day 7 pm
547,Maharashtra,Mumbai,IMMU004,test_547,2300,C6,2 ml serum,ELFA/ CLIA,2 - 8 °C,Daily 12 pm,Next Day 7 pm
548,Maharashtra,Mumbai,MOLPA-O-080,test_548,2150,C5,2 ml Serum,Immunoturbidimetry,2 - 8 °C,Mon/ Thu 3pm,Next Day 9 pm
549,Maharashtra,Mumbai,MOLBI166,test_549,5200,C8,"3 ml Sputum In Sterile Container (BAL, CSF, Pleural Fluid, sputum, Tracheal aspirate, Whole blood EDTA) / 20 ml Urine/ Nasopharengeal Swab",Real time PCR,2 - 8 °C,Daily 3 pm,3rd day 5 pm
550,Maharashtra,Mumbai,MICRO061,test_550,350,C3,Stool In Sterile Container,Wet mount,2 - 8 °C,Daily 9 am to 6 pm,Same Day
551,Maharashtra,Mumbai,HAEM-O-019,test_551,3100,C5,3 ml Citrated Platelet Poor Plasma,Photo-optical & Electromechanical Clot Detection,Frozen,Tue / Fri 12 pm,Fri / Tue 8 pm
552,Maharashtra,Mumbai,HAEM-O-018,test_552,220,C5,10 ml Spot Urine,Strip method,2 - 8 °C,Daily 3 pm,Next day 7 pm
553,Maharashtra,Mumbai,HAEM-O-017,test_553,1150,C9,2 ml Citrated Plasma,Biochemical,Frozen,Daily 5 pm,6th Day 7 pm
554,Maharashtra,Mumbai,HAEM028,test_554,250,C1,3 ml EDTA Whole Blood,Automated Cell Counter,2 - 8 °C,Daily 9 am to 8 pm,Same Day
555,Maharashtra,Mumbai,POP439,test_555,1900,C1,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
556,Maharashtra,Mumbai,MOLBI089,test_556,4300,C6,Nasopharyngeal Swab/ Throat Swabin VTM,Real Time PCR,2 - 8 °C,Daily 9 am to 6 pm,Next Day
557,Maharashtra,Mumbai,ELISA018,test_557,2440,C6,2 ml Serum,EIA,2 - 8 °C,Wed / Sat 6 pm,3rd Day 7 pm
558,Maharashtra,Mumbai,IMMU043,test_558,1880,C5,2 ml Serum,EIA,2 - 8 °C,Wed / Sat 12 pm,Next day 7 pm
559,Maharashtra,Mumbai,SERO017,test_559,1880,C5,2 ml Serum,EIA,2 - 8 °C,Wed / Sat 12 pm,Next day 7 pm
560,Maharashtra,Mumbai,MICRO-O-006,test_560,1450,C5,Tissue In Sterile Saline (Tissue/ Biopsy),Vitek/ MALDITOF,2 - 8 °C,Daily 9 am to 6 pm,16th Day 7 pm
561,Maharashtra,Mumbai,ELISA017,test_561,1500,C3,Stool In Sterile Container,ELISA,2 - 8 °C,Wed/ Sat 2 pm,Same Day
562,Maharashtra,Mumbai,IMMU-O-047,test_562,990,C5,3 ml Serum (in fasting & resting condition),CLIA,2 - 8 °C,Daily 9 am to 6 pm,Next day 12 pm
563,Maharashtra,Mumbai,MICRO059,test_563,350,C3,Samples In Sterile Container,Gram's stain,2 - 8 °C,Daily 9 am to 6 pm,Next day 7 pm
564,Maharashtra,Mumbai,MICRO060,test_564,330,C3,Sample In Sterile Container,Gram's stain,2 - 8 °C,Daily 9 am to 6 pm,Next day 12 pm
565,Maharashtra,Mumbai,BIOC192,test_565,2200,C2,"3 ml Serum, 3 ml Fluoride Plasma",Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
566,Maharashtra,Mumbai,BIOC107,test_566,740,C2,3 ml Fluriode Plasma Of Each Vial,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
567,Maharashtra,Mumbai,BIOC106,test_567,380,C2,3 ml Fluriode Plasma Of Each Vial,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
568,Maharashtra,Mumbai,BIOC105,test_568,380,C2,3 ml Fluriode Plasma Of Each Vial,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
569,Maharashtra,Mumbai,BIOC104,test_569,350,C2,3 ml Fluriode Plasma Of Each Vial,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
570,Maharashtra,Mumbai,BIOC102,test_570,300,C2,3 ml Fluriode Plasma Of Each Vial,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
571,Maharashtra,Mumbai,BIOC099,test_571,95,C1,2 ml Fluoride Plasma,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
572,Maharashtra,Mumbai,BIOC097,test_572,95,C1,2 ml Fluoride Plasma,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
573,Maharashtra,Mumbai,BIOC096,test_573,95,C1,3 ml Fluriode Plasma (Glucose Not provided by Lab),Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
574,Maharashtra,Mumbai,BIOC093,test_574,95,C1,2 ml Fluoride Plasma,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
575,Maharashtra,Mumbai,BIOC092,test_575,130,C3,Fluid In Sterile container,Hexokinase,2 - 8 °C,Daily 9 am to 8 pm,Same Day
576,Maharashtra,Mumbai,CIPA008,test_576,70,C1,5 ml Spot Urine,Dipstick,2 - 8 °C,Daily 9 am to 8 pm,Same Day
577,Maharashtra,Mumbai,SERO-O-033,test_577,1950,C5,3 ml Serum,EIA,2 - 8 °C,Wed 12 pm,Next day 7 pm
578,Maharashtra,Mumbai,SERO-O-032,test_578,1950,C5,3 ml Serum,EIA,2 - 8 °C,Wed 12 pm,Next day 7 pm
579,Maharashtra,Mumbai,SERO-O-031,test_579,1210,C6,Stool In Sterile Container,Immunochromatography,2 - 8 °C,Daily 6 pm,Next Day 12 pm
580,Maharashtra,Mumbai,HISTO073,test_580,1650,C3,Tissue In 10% Formalin,"Tissue Grossing, Processing and Microscopy",Room Temp,Daily 9 am to 8 pm,7th Day 7 pm
581,Maharashtra,Mumbai,MOLBI087,test_581,2400,C6,2ml Pulmonary & extra pulmonary specimen,Genexpert,2 - 8 °C,Daily 9 am to 6 pm,Next Day 12 pm
582,Maharashtra,Mumbai,MOLBI084,test_582,3200,C6,Pulmonary Samples In Sterile Container,Genexpert & Culture,2 - 8 °C,Daily 9 am to 6 pm,Genexpert Next Day & Culture 6 Weeks
583,Maharashtra,Mumbai,MOLBI083,test_583,3200,C6,Extrapulmonary Specimen in Sterile Container,Genexpert & Culture,2 - 8 °C,Daily 9 am to 6 pm,Genexpert Next Day & Culture 6 Weeks
584,Maharashtra,Mumbai,MOLBI082,test_584,3200,C6,Site Specific Specimen,Genexpert & Culture,Room Temp,Daily 9 am to 6 pm,Genexpert Next Day & Culture 6 Weeks
585,Maharashtra,Mumbai,BIOC-O-093,test_585,1800,C5,2 ml serum,IFA,2 - 8 °C,Daily 12 pm,Next day 7 pm
586,Maharashtra,Mumbai,IMMU-O-045,test_586,1500,C6,"2 ml Serum, Fasting Mandatory",CLIA,2 - 8 °C,Daily 6 pm,Next day 12 pm
587,Maharashtra,Mumbai,ELISA-O-066,test_587,4340,C6,2 ml Serum,Immunoblot,2 - 8 °C,Mon 6 pm,3rd Day 8 pm
588,Maharashtra,Mumbai,ELISA-O-065,test_588,4340,C6,2 ml Serum,Immunoblot,2 - 8 °C,Mon 6 pm,3rd Day 8 pm
589,Maharashtra,Mumbai,BIOC090,test_589,300,C1,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
590,Maharashtra,Mumbai,ELISA-O-064,test_590,300,C5,3 Blood Spots of heel prick on DBS card,Fluoroimmunoassay,Room Temp,Mon to Fri 3 pm,3rd Day 8 pm
591,Maharashtra,Mumbai,BIOC-O-086,test_591,5600,C5,3 ml Serum,CLIA,2 - 8 °C,Daily 3 pm,Next day 8 pm
592,Maharashtra,Mumbai,PATHO55,test_592,6800,C5,3 ml Serum,CLIA,2 - 8 °C,Tue / Thu/ Sat 12 pm,Next day 8 pm
593,Maharashtra,Mumbai,PATHO54,test_593,6200,C6,3 ml Serum,CLIA,2 - 8 °C,Mon / Wed / Fri 5 pm,Next Day 9 pm
594,Maharashtra,Mumbai,HAEM027,test_594,1040,C3,3 ml EDTA Whole Blood,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
595,Maharashtra,Mumbai,HAEM026,test_595,580,C3,3 ml EDTA Whole Blood,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
596,Maharashtra,Mumbai,ELISA-O-063,test_596,300,C5,3 Blood Spots of heel prick on DBS card,Fluoroimmunoassay,Room Temp,Mon to Fri 3 pm,3rd Day 8 pm
597,Maharashtra,Mumbai,MYCOL006,test_597,1100,C3,All Respiratory And Non Respiratory Samples In Sterile Container,Culture,2 - 8 °C,Daily 9 am to 6 pm,28 Days
598,Maharashtra,Mumbai,MYCOL005,test_598,450,C3,All Respiratory And Non Respiratory Samples In Sterile Container,Staining &  microscopy,2 - 8 °C,Daily 9 am to 6 pm,Same Day
599,Maharashtra,Mumbai,MYCOL003,test_599,800,C3,Pure Culture,Vitek 2,2 - 8 °C,Daily 9 am to 6 pm,3rd Day
600,Maharashtra,Mumbai,MYCOL002,test_600,1000,C3,Pure Culture,Vitek 2,2 - 8 °C,Daily 9 am to 6 pm,3rd Day
601,Maharashtra,Mumbai,MYCOL001,test_601,1050,C3,Swab/ Tissue/ Blood in Culture bottle,Culture,2 - 8 °C,Daily 9 am to 6 pm,28 Days
602,Maharashtra,Mumbai,IMMU037,test_602,620,C2,3 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
603,Maharashtra,Mumbai,IMMU036,test_603,530,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
604,Maharashtra,Mumbai,BIOC-O-085,test_604,560,C5,2 ml Serum,Spectrophotometry,2 - 8 °C,Daily 3 pm,Next day 7 pm
605,Maharashtra,Mumbai,IMMU-O-044,test_605,2080,C5,2 ml Serum (Age & Sex to be mentioned mandatory),CLIA,2 - 8 °C,Daily 9 am to 5 pm,Next Day 12 pm
606,Maharashtra,Mumbai,IMMU035,test_606,970,C6,"20 ml Aliquot of 24 Hrs. Urine. No Preservative, Mention volume, exclude 1st Morning Urine Sample",CLIA,2 - 8 °C,Daily 9 am to 5 pm,Next Day 12 pm
607,Maharashtra,Mumbai,IMMU-O-043,test_607,1500,C6,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 5 pm,Next Day 12 pm
608,Maharashtra,Mumbai,IMMU034,test_608,3400,C6,3 ml Serum,CMIA,2 - 8 °C,Daily 9 am to 5 pm,Next Day 12 pm
609,Maharashtra,Mumbai,GENP-O-148,test_609,5300,C6,4 ml Whole Blood Na Heparin,Cell Culture,2 - 8 °C,Daily 2 pm,28 Days
610,Maharashtra,Mumbai,IMMUD020,test_610,11500,C6,4 ml Serum,Hybrid (Microarray + EIA),2 - 8 °C,Daily 9 am to 6 pm,6th Day
611,Maharashtra,Mumbai,BIOC-O-083,test_611,1190,C2,2 ml Serum,CLIA,2 - 8 °C,Tue / Thu / Sat 7 pm,Same Day
612,Maharashtra,Mumbai,CYTO039,test_612,1850,C3,LBC Container With Fluid/ Slides,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
613,Maharashtra,Mumbai,CYTO038,test_613,1500,C3,Fluid / Slides,Microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
614,Maharashtra,Mumbai,CYTO037,test_614,1700,C3,Stained Slides,Microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
615,Maharashtra,Mumbai,CYTO036,test_615,1550,C3,Cervical Scrapping in LBC Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
616,Maharashtra,Mumbai,CYTO035,test_616,1650,C3,Fixed And Air Dried Smears,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
617,Maharashtra,Mumbai,CYTO034,test_617,1550,C3,Cervical Scrapping in LBC Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
618,Maharashtra,Mumbai,CYTO033,test_618,1650,C3,Fixed And Air Dried Smears,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
619,Maharashtra,Mumbai,CYTO032,test_619,1550,C3,Fixed And Air Dried Smears,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
620,Maharashtra,Mumbai,CYTO031,test_620,1550,C3,Cervical Scrapping in LBC Container,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
621,Maharashtra,Mumbai,CYTO030,test_621,1650,C3,Fixed And Air Dried Smears,Staining &  microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
622,Maharashtra,Mumbai,CYTO029,test_622,1650,C3,FNAC Slides,Microscopy,Room Temp,Daily 9 am to 6 pm,3rd Day 2 pm
623,Maharashtra,Mumbai,GENP-O-154,test_623,7250,C6,20-30ml Amniotic Fluid Sterile Container,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
624,Maharashtra,Mumbai,GENP-O-150,test_624,4800,C6,4 ml Whole Blood Sodium Heparin,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
625,Maharashtra,Mumbai,GENP-O-156,test_625,4800,C6,4 ml Peripheral Blood in Sodium Heparin,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
626,Maharashtra,Mumbai,GENP-O-155,test_626,4800,C6,4 ml Peripheral Blood/Amniotic fluid in Sodium Heparin,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
627,Maharashtra,Mumbai,POP-O-044,test_627,1250,C6,3 ml EDTA Whole Blood,Microscopy and Immunochromatography,Room Temp,Daily 12 pm,Same Day 9 pm
628,Maharashtra,Mumbai,HAEM025,test_628,330,C3,3 ml EDTA Whole Blood,Smear & Stain,2 - 8 °C,Daily 9 am to 7 pm,Same Day
629,Maharashtra,Mumbai,SERO-O-030,test_629,1070,C6,3 ml EDTA Whole Blood,Immuno Chromatography,2 - 8 °C,Daily 5 pm,Next Day 3 pm
630,Maharashtra,Mumbai,SERO-O-029,test_630,1190,C6,3 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 5 pm,Next Day 3 pm
631,Maharashtra,Mumbai,GENP-O-149,test_631,6000,C6,20 mg skin tissue in sterile container conrain normal saline,Cell Culture,2 - 8 °C,Daily 2 pm,21 to 30 Days 7 pm
632,Maharashtra,Mumbai,HAEM024,test_632,1040,C2,2 ml Citrated Plasma,Optomechanical,Frozen,Daily 9 am to 7 pm,Same Day
633,Maharashtra,Mumbai,POP316,test_633,1849,C4,"3 ml EDTA whole blood, 5 ml Serum, 10 ml Urine",As per indvidual test,2 - 8 °C,Daily 9 am to 5 pm,Same Day
634,Maharashtra,Mumbai,POP315,test_634,999,C4,"3 ml EDTA whole blood, 5 ml Serum, 10 ml Urine",As per indvidual test,2 - 8 °C,Daily 9 am to 5 pm,Same Day
635,Maharashtra,Mumbai,POP319,test_635,3000,C6,2 tubes of 3 ml EDTA whole blood,As per indvidual test,2 - 8 °C,Daily 3 pm,Same day 11 pm
636,Maharashtra,Mumbai,POP467,test_636,4300,C6,2 tubes of 3 ml EDTA whole blood,As per indvidual test,2 - 8 °C,Daily 3 pm,Same day 11 pm
637,Maharashtra,Mumbai,POP318,test_637,3300,C6,2 tubes of 3 ml EDTA whole blood,As per indvidual test,2 - 8 °C,Daily 3 pm,Same day 11 pm
638,Maharashtra,Mumbai,POP047,test_638,3900,C4,"3 ml EDTA Whole Blood, 5 ml Serum, 10 ml Morning Urine Sample ,Blood in  Bactec Aerobic Bottles",Refer Individual  Test,2 - 8 °C,Daily 9 am to 5 pm,"Same Day 10 pm, For Culture sample refer individual TAT"
639,Maharashtra,Mumbai,POP046,test_639,2300,C4,"3 ml EDTA whole blood,  4 ml Serum, 5 ml morning urine sample",Refer Individual  Test,2 - 8 °C,Daily 9 am to 5 pm,Same Day 10 pm
640,Maharashtra,Mumbai,POP045,test_640,1950,C4,"3 ml EDTA whole blood,  4 ml Serum, 5 ml morning urine sample",Refer Individual  Test,2 - 8 °C,Daily 9 am to 5 pm,Same Day 10 pm
641,Maharashtra,Mumbai,POP354,test_641,1850,C4,3 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
642,Maharashtra,Mumbai,POP353,test_642,1800,C4,3 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
643,Maharashtra,Mumbai,IMMU033,test_643,840,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
644,Maharashtra,Mumbai,HAEM-O-014,test_644,1440,C6,3 ml Serum,Agglutination,2 - 8 °C,Daily 5 pm,3rd Day 8 pm
645,Maharashtra,Mumbai,HAEM-O-013,test_645,1150,C5,2 ml platelet poor Citrated plasma,Latex agglutination,Frozen,Daily 3 pm,Next day 8 pm
646,Maharashtra,Mumbai,IMMUD-O-011,test_646,5500,C9,3ml Citrated Plasma,Chromogenic,Frozen,Daily 6 pm,5th Day 7 pm
647,Maharashtra,Mumbai,IMMUD-O-006,test_647,6000,C5,3 ml EDTA Whole Blood,Real Time PCR,2 - 8 °C,Mon to Sat 12 pm,3rd Day 8 pm
648,Maharashtra,Mumbai,BIOC-O-080,test_648,5200,C5,"3 ml EDTA Whole Blood, Provide date & time of sample, Amount & time of Dose, Ideal time- 1 hour before next dose",LC-MS/MS,2 - 8 °C,Mon to Sat 3 pm,Next day 7 pm
649,Maharashtra,Mumbai,BIOC-O-079,test_649,7350,C9,5 ml Serum (fasting reqd),RIA,2 - 8 °C,Daily 5 pm,28 Days
650,Maharashtra,Mumbai,HAEM021,test_650,150,C1,3 ml EDTA Whole Blood,Photometrical capillary kinetic analysis,2 - 8 °C,Daily 9 am to 8 pm,Same Day
651,Maharashtra,Mumbai,IMMU-O-041,test_651,2250,C5,2 ml Serum,CLIA,2 - 8 °C,Mon to Sat 12 pm,Next day 7 pm
